Id,Title,StaringActorId,StaringActor,ActorAgeGapId,AgeGapDefinition,WriterId,Writer,Genres,GenreId,NumberOfVotes,Rating,Success
4433,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",800198,Tilda Swinton,3,40s,635442,Ann Peacock,Adventure,10,329656,6.9,0
4434,Secret Window,12599,Johnny Depp,3,40s,12638,Stephen King,Drama,1,166005,6.6,0
4435,Oldeuboi,159118,Min-sik Choi,3,40s,1770218,Garon Tsuchiya,Action,15,440898,8.4,1
4436,Dodgeball: A True Underdog Story,12378,Ben Stiller,4,30s,1285178,Rawson Marshall Thurber,Comedy,3,208470,6.7,0
4437,NCIS: Naval Criminal Investigative Service,11923,Mark Harmon,2,50s,84024,Donald P. Bellisario,Action,15,103127,7.9,1
4438,Syriana,12586,George Clooney,3,40s,295406,Stephen Gaghan,Drama,1,118745,6.9,0
4439,Shaun of the Dead,653264,Simon Pegg,4,30s,653264,Simon Pegg,Comedy,3,455859,7.9,1
4440,A Walk Among the Tombstones,13016,Liam Neeson,1,+60s,92701,Lawrence Block,Crime,14,102167,6.5,0
4441,Happy Feet,13167,Elijah Wood,5,20s,18760,George Miller,Adventure,10,152969,6.5,0
4442,Harold & Kumar Go to White Castle,164711,John Cho,4,30s,1549719,Jon Hurwitz,Adventure,10,169429,7.1,0
4443,The Jacket,16815,Adrien Brody,4,30s,1915521,Tom Bleecker,Drama,1,102014,7.1,0
4444,Arrested Development,13329,Jason Bateman,4,30s,401173,Mitchell Hurwitz,Comedy,3,247410,8.9,1
4445,Charlie and the Chocolate Factory,12599,Johnny Depp,3,40s,11698,Roald Dahl,Adventure,10,376381,6.7,0
4446,Indiana Jones and the Kingdom of the Crystal Skull,12611,Harrison Ford,1,+60s,447720,David Koepp,Action,15,380469,6.2,0
4447,Before Sunset,12623,Ethan Hawke,4,30s,12963,Richard Linklater,Drama,1,200732,8.1,1
4448,White Chicks,17577,Marlon Wayans,4,30s,17576,Keenen Ivory Wayans,Comedy,3,114618,5.5,0
4449,3:10 to Yuma,12591,Russell Crowe,3,40s,883090,Halsted Welles,Action,15,264213,7.7,1
4450,The Da Vinci Code,12621,Tom Hanks,3,40s,323819,Akiva Goldsman,Mystery,8,362778,6.6,0
4451,Street Kings,12669,Keanu Reeves,3,40s,241499,James Ellroy,Action,15,101360,6.8,0
4452,Red Eye,1231315,Rachel McAdams,5,20s,241517,Carl Ellsworth,Mystery,8,103411,6.5,0
4453,The Curious Case of Benjamin Button,12556,Brad Pitt,3,40s,722787,Eric Roth,Drama,1,524985,7.8,1
4454,Hard Candy,885211,Patrick Wilson,4,30s,599655,Brian Nelson,Crime,14,144371,7.1,0
4455,Clerks II,615617,Brian O'Halloran,4,30s,20845,Kevin Smith,Comedy,3,122878,7.4,1
4456,Get Smart,148692,Steve Carell,3,40s,48832,Tom J. Astle,Action,15,186092,6.5,0
4457,Hot Fuzz,653264,Simon Pegg,4,30s,892396,Edgar Wright,Action,15,412784,7.9,1
4458,Lucky Number Slevin,11930,Josh Hartnett,5,20s,1587793,Jason Smilovic,Crime,14,284785,7.8,1
4459,Hairspray,12700,John Travolta,2,50s,210531,Leslie Dixon,Comedy,3,110187,6.7,0
4460,Thank You for Smoking,11777,Aaron Eckhart,4,30s,693502,Jason Reitman,Comedy,3,203818,7.6,1
4461,Lost in Translation,12658,Bill Murray,2,50s,11672,Sofia Coppola,Drama,1,365255,7.8,1
4462,The Passion of the Christ,11633,Jim Caviezel,4,30s,276793,Benedict Fitzgerald,Drama,1,197120,7.2,0
4463,Starsky & Hutch,12378,Ben Stiller,4,30s,91516,William Blinn,Comedy,3,129542,6.1,0
4464,13 Going on 30,16987,Jennifer Garner,4,30s,323871,Josh Goldsmith,Comedy,3,143208,6.1,0
4465,Something's Gotta Give,12660,Jack Nicholson,1,+60s,563261,Nancy Meyers,Comedy,3,101031,6.7,0
4466,Live Free or Die Hard,12709,Bruce Willis,2,50s,88263,Mark Bomback,Action,15,364925,7.1,0
4467,Eternal Sunshine of the Spotless Mind,12583,Jim Carrey,3,40s,428806,Charlie Kaufman,Drama,1,797249,8.3,1
4468,The Polar Express,12621,Tom Hanks,3,40s,829668,Chris Van Allsburg,Adventure,10,147221,6.6,0
4469,Van Helsing,410842,Hugh Jackman,4,30s,783251,Stephen Sommers,Action,15,223909,6.1,0
4470,Mou gaan dou,467556,Andy Lau,3,40s,517084,Alan Mak,Crime,14,109504,8.1,1
4471,The Aviator,12601,Leonardo DiCaprio,5,20s,493671,John Logan,Biography,17,300217,7.5,1
4472,A Series of Unfortunate Events,12583,Jim Carrey,3,40s,327674,Robert Gordon,Adventure,10,180889,6.8,0
4473,Hostage,12709,Bruce Willis,3,40s,187674,Robert Crais,Action,15,100819,6.6,0
4474,Monster,12697,Charlize Theron,5,20s,409938,Patty Jenkins,Biography,17,121459,7.3,1
4475,Along Came Polly,12378,Ben Stiller,4,30s,353386,John Hamburg,Comedy,3,116445,5.9,0
4476,50 First Dates,11795,Adam Sandler,4,30s,1454276,George Wing,Comedy,3,297169,6.8,0
4477,"I, Robot",12689,Will Smith,4,30s,858147,Jeff Vintar,Action,15,450419,7.1,0
4478,Alexander,268626,Colin Farrell,5,20s,12694,Oliver Stone,Action,15,151910,5.6,0
4479,Hauru no ugoku shiro,64609,Chieko BaishÃ´,1,+60s,557781,Hayao Miyazaki,Adventure,10,271104,8.2,1
4480,Superman Returns,719498,Brandon Routh,5,20s,6543,Michael Dougherty,Action,15,257138,6.1,0
4481,King Arthur,618012,Clive Owen,4,30s,270338,David Franzoni,Action,15,149617,6.3,0
4482,Ocean's Twelve,12586,George Clooney,3,40s,1260024,George Nolfi,Crime,14,323801,6.5,0
4483,Ray,16974,Jamie Foxx,4,30s,12894,Taylor Hackford,Biography,17,124579,7.7,1
4484,Madagascar,12278,Chris Rock,4,30s,120381,Mark Burton,Adventure,10,317326,6.9,0
4485,Cinderella Man,12591,Russell Crowe,3,40s,379411,Cliff Hollingsworth,Biography,17,163662,8.0,1
4486,American Dad!,497248,Seth MacFarlane,4,30s,918044,Mike Barker,Animation,11,102258,7.4,1
4487,Gossip Girl,496921,Blake Lively,6,teenager,1498920,Stephanie Savage,Drama,1,134820,7.4,1
4488,Memoirs of a Geisha,920522,Ziyi Zhang,5,20s,799964,Robin Swicord,Drama,1,129530,7.4,1
4489,Bolt,12700,John Travolta,2,50s,1702894,Dan Fogelman,Adventure,10,169037,6.9,0
4490,The Longest Yard,11795,Adam Sandler,4,30s,707033,Albert S. Ruddy,Comedy,3,147074,6.4,0
4491,Tangled,576621,Mandy Moore,5,20s,1702894,Dan Fogelman,Adventure,10,351574,7.8,1
4492,Bridge to Terabithia,1414769,Josh Hutcherson,6,teenager,794208,Jeff Stockwell,Adventure,10,127901,7.2,0
4493,A History of Violence,12161,Viggo Mortensen,3,40s,864110,John Wagner,Drama,1,206780,7.5,1
4494,The Island,420558,Scarlett Johansson,5,20s,1229343,Caspian Tredwell-Owen,Action,15,284387,6.9,0
4495,Lord of War,12578,Nicolas Cage,3,40s,613719,Andrew Niccol,Crime,14,272696,7.6,1
4496,John Carter,2121727,Taylor Kitsch,4,30s,18512,Andrew Stanton,Action,15,234371,6.6,0
4497,Sin City,13083,Mickey Rourke,2,50s,570942,Frank Miller,Crime,14,707072,8.0,1
4498,Underworld: Evolution,12758,Kate Beckinsale,4,30s,527517,Danny McBride,Action,15,176700,6.7,0
4499,Ã†on Flux,12697,Charlize Theron,5,20s,24249,Phil Hay,Action,15,117885,5.5,0
4500,The Exorcism of Emily Rose,12077,Laura Linney,3,40s,104436,Paul Harris Boardman,Drama,1,108791,6.7,0
4501,Das Leben der Anderen,594860,Ulrich MÃ¼he,2,50s,20922,Florian Henckel von Donnersmarck,Drama,1,311613,8.4,1
4502,Million Dollar Baby,17512,Hilary Swank,5,20s,337900,Paul Haggis,Drama,1,570723,8.1,1
4503,The 40 Year Old Virgin,148692,Steve Carell,3,40s,49380,Judd Apatow,Comedy,3,352768,7.1,0
4504,War of the Worlds,12592,Tom Cruise,3,40s,291134,Josh Friedman,Adventure,10,377862,6.5,0
4505,Battlestar Galactica,12183,Edward James Olmos,2,50s,473198,Glen A. Larson,Action,15,137707,8.7,1
4506,The Departed,12601,Leonardo DiCaprio,4,30s,1368791,William Monahan,Crime,14,1038987,8.5,1
4507,Sweeney Todd: The Demon Barber of Fleet Street,12599,Johnny Depp,3,40s,493671,John Logan,Drama,1,315763,7.4,1
4508,Munich,42142,Eric Bana,4,30s,1256041,Tony Kushner,Drama,1,194995,7.6,1
4509,Flightplan,12612,Jodie Foster,3,40s,1755891,Peter A. Dowling,Mystery,8,140475,6.3,0
4510,Watchmen,329972,Jackie Earle Haley,3,40s,355861,David Hayter,Action,15,441757,7.6,1
4511,Cowboys & Aliens,187404,Daniel Craig,3,40s,622618,Roberto Orci,Action,15,192152,6.0,0
4512,The Lake House,12669,Keanu Reeves,3,40s,1598730,David Auburn,Drama,1,126867,6.8,0
4513,Desperate Housewives,12622,Teri Hatcher,4,30s,147618,Marc Cherry,Comedy,3,104716,7.5,1
4514,Lost,285727,Jorge Garcia,4,30s,16374,J.J. Abrams,Adventure,10,443131,8.4,1
4515,Hellboy II: The Golden Army,13042,Ron Perlman,2,50s,815231,Guillermo del Toro,Action,15,233383,7.0,0
4516,House M.D.,464829,Hugh Laurie,3,40s,2438042,Seth Hoffman,Drama,1,363636,8.8,1
4517,Evan Almighty,148692,Steve Carell,3,40s,612891,Steve Oedekerk,Comedy,3,127909,5.4,0
4518,Shrek the Third,12659,Mike Myers,3,40s,677798,Jeffrey Price,Adventure,10,245626,6.1,0
4519,Spider-Man 3,12101,Tobey Maguire,4,30s,13063,Sam Raimi,Action,15,445938,6.2,0
4520,The A-Team,13016,Liam Neeson,2,50s,141674,Joe Carnahan,Action,15,231359,6.8,0
4521,Four Brothers,12705,Mark Wahlberg,4,30s,244090,David Elliot,Action,15,122573,6.9,0
4522,Miami Vice,268626,Colin Farrell,5,20s,12983,Michael Mann,Action,15,101297,6.0,0
4523,Role Models,706991,Paul Rudd,4,30s,12714,Timothy Dowling,Comedy,3,208640,6.9,0
4524,The Kingdom,16974,Jamie Foxx,4,30s,2099760,Matthew Michael Carnahan,Action,15,111052,7.0,0
4525,P.S. I Love You,17512,Hilary Swank,4,30s,459674,Richard LaGravenese,Drama,1,188478,7.1,0
4526,Resident Evil: Extinction,12633,Milla Jovovich,4,30s,44405,Paul W.S. Anderson,Action,15,169663,6.3,0
4527,Fantastic Mr. Fox,12586,George Clooney,3,40s,44681,Wes Anderson,Adventure,10,170833,7.8,1
4528,Saw II,17567,Donnie Wahlberg,4,30s,1358770,Leigh Whannell,Horror,18,213306,6.6,0
4529,Real Steel,410842,Hugh Jackman,3,40s,312218,John Gatins,Action,15,279317,7.1,0
4530,Daybreakers,12623,Ethan Hawke,4,30s,1468403,Michael Spierig,Action,15,114879,6.5,0
4531,V for Vendetta,867475,Hugo Weaving,3,40s,865595,Lilly Wachowski,Action,15,927628,8.2,1
4532,The Descent,506250,Shauna Macdonald,5,20s,536292,Neil Marshall,Adventure,10,180137,7.2,0
4533,The Giver,4043017,Brenton Thwaites,5,20s,2356558,Michael Mitnick,Drama,1,102589,6.5,0
4534,Next,12578,Nicolas Cage,3,40s,323569,Gary Goldman,Action,15,137393,6.2,0
4535,Toy Story 3,12621,Tom Hanks,2,50s,17161,John Lasseter,Adventure,10,656915,8.3,1
4536,Doctor Who,2189152,Jodie Whittaker,5,20s,64901,Bob Baker,Adventure,10,178380,8.7,1
4537,Ice Age: The Meltdown,17416,Ray Romano,3,40s,308722,Peter Gaulke,Adventure,10,226665,6.8,0
4538,Terminator Salvation,12751,Christian Bale,4,30s,106604,John Brancato,Action,15,314166,6.6,0
4539,The Bourne Ultimatum,12817,Matt Damon,4,30s,24619,Tony Gilroy,Action,15,571707,8.0,1
4540,Kung Fu Panda,99526,Jack Black,4,30s,15950,Jonathan Aibel,Action,15,365797,7.6,1
4541,Beowulf,897841,Ray Winstone,3,40s,288753,Neil Gaiman,Action,15,152932,6.2,0
4542,Lincoln,12821,Daniel Day-Lewis,2,50s,1256041,Tony Kushner,Biography,17,223831,7.4,1
4543,Vantage Point,13061,Dennis Quaid,2,50s,1775181,Barry L. Levy,Action,15,136968,6.6,0
4544,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,65124,Sacha Baron Cohen,4,30s,65124,Sacha Baron Cohen,Comedy,3,326475,7.3,1
4545,The Illusionist,12174,Edward Norton,4,30s,1327158,Neil Burger,Drama,1,331747,7.6,1
4546,"10,000 BC",16778,Camilla Belle,5,20s,12849,Roland Emmerich,Action,15,118252,5.1,0
4547,The Assassination of Jesse James by the Coward Robert Ford,12556,Brad Pitt,3,40s,234304,Andrew Dominik,Biography,17,153776,7.5,1
4548,Zodiac,351402,Jake Gyllenhaal,5,20s,850257,James Vanderbilt,Crime,14,375251,7.7,1
4549,Ratatouille,16988,Brad Garrett,3,40s,1455930,Kathy Greenberg,Adventure,10,555640,8.0,1
4550,Pirates of the Caribbean: Dead Man's Chest,12599,Johnny Depp,3,40s,244474,Ted Elliott,Action,15,598279,7.3,1
4551,Silent Hill,569998,Radha Mitchell,4,30s,13275,Roger Avary,Horror,18,198801,6.6,0
4552,Rome,555338,Kevin McKidd,4,30s,364433,Bruno Heller,Action,15,136214,8.8,1
4553,Accepted,509899,Justin Long,5,20s,188029,Adam Cooper,Comedy,3,115002,6.5,0
4554,Hooligans,13167,Elijah Wood,5,20s,579404,Lexi Alexander,Crime,14,131465,7.5,1
4555,Shi mian mai fu,920522,Ziyi Zhang,5,20s,1293433,Feng Li,Action,15,100556,7.6,1
4556,The Golden Compass,12636,Nicole Kidman,4,30s,886453,Chris Weitz,Adventure,10,164353,6.1,0
4557,Hitch,12689,Will Smith,4,30s,1534376,Kevin Bisch,Comedy,3,271928,6.6,0
4558,The Office,148692,Steve Carell,3,40s,208294,Greg Daniels,Comedy,3,272031,8.8,1
4559,The Constant Gardener,12609,Ralph Fiennes,3,40s,125229,Jeffrey Caine,Drama,1,123034,7.4,1
4560,Entourage,176375,Kevin Connolly,5,20s,244000,Doug Ellin,Comedy,3,149347,8.5,1
4561,Saw,12607,Cary Elwes,3,40s,1358770,Leigh Whannell,Horror,18,344028,7.6,1
4562,Idiocracy,17597,Luke Wilson,4,30s,404447,Mike Judge,Adventure,10,128175,6.6,0
4563,Transporter 2,17494,Jason Statham,4,30s,12571,Luc Besson,Action,15,175706,6.3,0
4564,Brokeback Mountain,351402,Jake Gyllenhaal,5,20s,670884,Annie Proulx,Drama,1,292293,7.7,1
4565,30 Days of Night,11930,Josh Hartnett,5,20s,606619,Steve Niles,Horror,18,153238,6.6,0
4566,Bee Movie,13095,Jerry Seinfeld,2,50s,13095,Jerry Seinfeld,Adventure,10,123532,6.1,0
4567,Click,11795,Adam Sandler,4,30s,460119,Steve Koren,Comedy,3,276942,6.4,0
4568,The Grudge,11868,Sarah Michelle Gellar,5,20s,811781,Stephen Susco,Horror,18,128762,5.9,0
4569,Coach Carter,12631,Samuel L. Jackson,2,50s,748730,Mark Schwahn,Biography,17,107934,7.3,1
4570,Hotel Rwanda,12795,Don Cheadle,4,30s,632388,Keir Pearson,Biography,17,306394,8.1,1
4571,Perfume: The Story of a Murderer,891238,Ben Whishaw,5,20s,13482,Andrew Birkin,Crime,14,214051,7.5,1
4572,Wedding Crashers,17598,Owen Wilson,4,30s,261913,Steve Faber,Comedy,3,307970,7.0,0
4573,House of Wax,596293,Chad Michael Murray,5,20s,355155,Carey W. Hayes,Horror,18,105606,5.3,0
4574,Ant-Man,706991,Paul Rudd,3,40s,892396,Edgar Wright,Action,15,459499,7.3,1
4575,Rocky Balboa,12693,Sylvester Stallone,2,50s,12693,Sylvester Stallone,Drama,1,184073,7.2,0
4576,Crank,17494,Jason Statham,4,30s,18863,Mark Neveldine,Action,15,217448,7.0,0
4577,Madagascar: Escape 2 Africa,12378,Ben Stiller,3,40s,934810,Etan Cohen,Adventure,10,175230,6.7,0
4578,This Is England,2200822,Thomas Turgoose,6,teenager,255571,Shane Meadows,Crime,14,108166,7.7,1
4579,I Am Legend,12689,Will Smith,4,30s,670836,Mark Protosevich,Drama,1,616442,7.2,0
4580,Hall Pass,17598,Owen Wilson,3,40s,931143,Pete Jones,Comedy,3,112054,5.9,0
4581,The Number 23,12583,Jim Carrey,3,40s,2134369,Fernley Phillips,Crime,14,181538,6.4,0
4582,The Croods,12578,Nicolas Cage,3,40s,734038,Chris Sanders,Action,15,172666,7.2,0
4583,Harold & Kumar Escape from Guantanamo Bay,164711,John Cho,4,30s,1549719,Jon Hurwitz,Adventure,10,123080,6.6,0
4584,Grindhouse,13084,Kurt Russell,2,50s,12279,Robert Rodriguez,Action,15,167328,7.6,1
4585,Rambo,12693,Sylvester Stallone,1,+60s,578182,Art Monterastelli,Action,15,197525,7.0,0
4586,The Simpsons Movie,140095,Dan Castellaneta,3,40s,11589,James L. Brooks,Adventure,10,285606,7.3,1
4587,Step Up,1621441,Channing Tatum,5,20s,29983,Duane Adler,Crime,14,102214,6.5,0
4588,28 Weeks Later,688641,Jeremy Renner,4,30s,409789,Rowan Joffe,Drama,1,237014,7.0,0
4589,The Fast and the Furious: Tokyo Drift,99616,Lucas Black,5,20s,582023,Chris Morgan,Action,15,212084,6.0,0
4590,El orfanato,707442,BelÃ©n Rueda,3,40s,1235914,Sergio G. SÃ¡nchez,Drama,1,134882,7.5,1
4591,National Treasure: Book of Secrets,12578,Nicolas Cage,3,40s,877739,Marianne Wibberley,Action,15,201573,6.5,0
4592,Hitman,621851,Timothy Olyphant,4,30s,902228,Skip Woods,Action,15,151866,6.3,0
4593,Michael Clayton,12586,George Clooney,3,40s,24619,Tony Gilroy,Crime,14,146661,7.3,1
4594,Shoot 'Em Up,618012,Clive Owen,3,40s,208927,Michael Davis,Action,15,138318,6.7,0
4595,Max Payne,12705,Mark Wahlberg,4,30s,2839618,Beau Thorne,Action,15,116048,5.4,0
4596,Juno,654240,Ellen Page,6,teenager,2059867,Diablo Cody,Comedy,3,457289,7.5,1
4597,The Dark Knight,12751,Christian Bale,4,30s,618724,Jonathan Nolan,Action,15,1989485,9.0,1
4598,There Will Be Blood,12821,Daniel Day-Lewis,3,40s,13222,Paul Thomas Anderson,Drama,1,448940,8.1,1
4599,Ex Machina,2592937,Alicia Vikander,5,20s,285073,Alex Garland,Drama,1,403779,7.7,1
4600,Tower Heist,13015,Eddie Murphy,3,40s,188029,Adam Cooper,Action,15,122672,6.2,0
4601,9,13167,Elijah Wood,5,20s,931232,Pamela Pettler,Action,15,123362,7.1,0
4602,Apocalypto,817103,Gerardo Taracena,4,30s,12617,Mel Gibson,Action,15,265351,7.8,1
4603,The Mechanic,17494,Jason Statham,3,40s,880425,Richard Wenk,Action,15,138175,6.6,0
4604,It's Always Sunny in Philadelphia,205815,Charlie Day,5,20s,548958,Rob McElhenney,Comedy,3,164959,8.8,1
4605,Prince of Persia: The Sands of Time,351402,Jake Gyllenhaal,5,20s,911154,Boaz Yakin,Action,15,248800,6.6,0
4606,State of Play,12591,Russell Crowe,3,40s,2099760,Matthew Michael Carnahan,Crime,14,124101,7.1,0
4607,"Hail, Caesar!",11586,Josh Brolin,3,40s,11658,Joel Coen,Comedy,3,107021,6.3,0
4608,Smokin' Aces,17351,Jeremy Piven,3,40s,141674,Joe Carnahan,Action,15,129895,6.7,0
4609,Westworld,905689,Evan Rachel Wood,5,20s,2565656,Gina Atwater,Drama,1,315517,8.8,1
4610,Unstoppable,12706,Denzel Washington,2,50s,88263,Mark Bomback,Action,15,169005,6.8,0
4611,Night at the Museum,12378,Ben Stiller,3,40s,303243,Robert Ben Garant,Adventure,10,276791,6.4,0
4612,No Country for Old Men,12632,Tommy Lee Jones,1,+60s,11658,Joel Coen,Crime,14,740229,8.1,1
4613,21,802503,Jim Sturgess,5,20s,790420,Peter Steinfeld,Crime,14,209676,6.8,0
4614,The Tree of Life,12556,Brad Pitt,3,40s,12980,Terrence Malick,Drama,1,153396,6.8,0
4615,Knocked Up,691617,Seth Rogen,5,20s,49380,Judd Apatow,Comedy,3,325647,7.0,0
4616,The Prestige,12751,Christian Bale,4,30s,618724,Jonathan Nolan,Drama,1,1027374,8.5,1
4617,The Strangers,17490,Scott Speedman,4,30s,1251618,Bryan Bertino,Horror,18,107842,6.2,0
4618,Blades of Glory,13604,Will Ferrell,4,30s,1942836,Jeff Cox,Comedy,3,144018,6.3,0
4619,Scott Pilgrim vs. the World,155592,Michael Cera,5,20s,52725,Michael Bacall,Action,15,327239,7.5,1
4620,Knowing,12578,Nicolas Cage,3,40s,632452,Ryne Douglas Pearson,Action,15,205209,6.2,0
4621,Sunshine,595622,Cillian Murphy,4,30s,285073,Alex Garland,Adventure,10,215320,7.3,1
4622,Hancock,12689,Will Smith,4,30s,1542786,Vincent Ngo,Action,15,399284,6.4,0
4623,Puss in Boots,12567,Antonio Banderas,2,50s,1312756,Tom Wheeler,Action,15,129789,6.6,0
4624,Eragon,2080072,Ed Speleers,6,teenager,123307,Peter Buchman,Action,15,115779,5.1,0
4625,Little Miss Sunshine,148692,Steve Carell,3,40s,1716282,Michael Arndt,Comedy,3,400159,7.8,1
4626,Pirates of the Caribbean: At World's End,12599,Johnny Depp,3,40s,244474,Ted Elliott,Action,15,542785,7.1,0
4627,Babel,12556,Brad Pitt,3,40s,38787,Guillermo Arriaga,Drama,1,268421,7.5,1
4628,16 Blocks,12709,Bruce Willis,2,50s,880425,Richard Wenk,Action,15,120198,6.6,0
4629,Blood Diamond,12601,Leonardo DiCaprio,4,30s,471877,Charles Leavitt,Adventure,10,452452,8.0,1
4630,Hostel,369741,Jay Hernandez,5,20s,722783,Eli Roth,Horror,18,155553,5.9,0
4631,1408,12594,John Cusack,3,40s,314355,Matt Greenberg,Drama,1,237161,6.8,0
4632,Horton Hears a Who!,12583,Jim Carrey,3,40s,644870,Cinco Paul,Adventure,10,118732,6.8,0
4633,Wonder Woman,2919496,Gal Gadot,4,30s,365730,Allan Heinberg,Action,15,449278,7.5,1
4634,Criminal Minds,1319072,Matthew Gray Gubler,5,20s,1633800,Jeff Davis,Crime,14,132410,8.1,1
4635,The Break-Up,12561,Jennifer Aniston,4,30s,1449416,Jeremy Garelick,Comedy,3,113868,5.8,0
4636,Death Race,17494,Jason Statham,3,40s,44405,Paul W.S. Anderson,Action,15,184097,6.4,0
4637,Gone Baby Gone,12614,Morgan Freeman,1,+60s,12718,Ben Affleck,Crime,14,227198,7.7,1
4638,The Time Traveler's Wife,42142,Eric Bana,3,40s,710032,Bruce Joel Rubin,Drama,1,129450,7.1,0
4639,Mr. Bean's Holiday,12563,Rowan Atkinson,2,50s,12563,Rowan Atkinson,Comedy,3,102966,6.4,0
4640,Deja Vu,12706,Denzel Washington,2,50s,1484336,Bill Marsilii,Action,15,270076,7.1,0
4641,The Hills Have Eyes,486977,Ted Levine,3,40s,12590,Wes Craven,Horror,18,146062,6.4,0
4642,Inside Man,12706,Denzel Washington,2,50s,2014538,Russell Gewirtz,Crime,14,306768,7.6,1
4643,Life of Pi,4029040,Suraj Sharma,6,teenager,1808608,Yann Martel,Adventure,10,516810,7.9,1
4644,The Pursuit of Happyness,12689,Will Smith,4,30s,172515,Steve Conrad,Biography,17,393968,8.0,1
4645,She's the Man,16826,Amanda Bynes,6,teenager,2006830,Ewan Leslie,Comedy,3,133355,6.4,0
4646,Prison Break,669260,Dominic Purcell,4,30s,747473,Paul Scheuring,Action,15,417441,8.4,1
4647,The Crazies,569998,Radha Mitchell,4,30s,460829,Scott Kosar,Horror,18,102656,6.5,0
4648,The Last King of Scotland,527448,James McAvoy,5,20s,582391,Peter Morgan,Biography,17,162209,7.7,1
4649,Australia,12636,Nicole Kidman,3,40s,74911,Stuart Beattie,Adventure,10,111980,6.6,0
4650,The Equalizer,12706,Denzel Washington,2,50s,880425,Richard Wenk,Action,15,287297,7.2,0
4651,El laberinto del fauno,1584793,Ivana Baquero,6,teenager,815231,Guillermo del Toro,Drama,1,555027,8.2,1
4652,The Holiday,13164,Kate Winslet,4,30s,563261,Nancy Meyers,Comedy,3,210914,6.9,0
4653,Captain America: The First Avenger,267611,Chris Evans,5,20s,1497337,Christopher Markus,Action,15,624236,6.9,0
4654,The Devil Wears Prada,18720,Anne Hathaway,5,20s,116049,Aline Brosh McKenna,Comedy,3,328692,6.9,0
4655,Sin City: A Dame to Kill For,13083,Mickey Rourke,1,+60s,570942,Frank Miller,Crime,14,136122,6.5,0
4656,X-Men Origins: Wolverine,410842,Hugh Jackman,3,40s,1299250,David Benioff,Action,15,423084,6.6,0
4657,Bones,223907,Emily Deschanel,5,20s,361113,Hart Hanson,Comedy,3,127366,7.9,1
4658,How I Met Your Mother,1295419,Josh Radnor,4,30s,597811,Kristin Newman,Comedy,3,522224,8.3,1
4659,Supernatural,634163,Jared Padalecki,5,20s,3414702,Nancy Weiner,Drama,1,340555,8.5,1
4660,Enchanted,11456,Amy Adams,4,30s,436748,Bill Kelly,Animation,11,161547,7.1,0
4661,Mr. Nobody,12071,Jared Leto,4,30s,230474,Jaco Van Dormael,Drama,1,190602,7.9,1
4662,4: Rise of the Silver Surfer,333893,Ioan Gruffudd,4,30s,635020,Don Payne,Action,15,233975,5.6,0
4663,Stardust,1394671,Charlie Cox,5,20s,918059,Jane Goldman,Adventure,10,234825,7.7,1
4664,Disturbia,456895,Shia LaBeouf,5,20s,468108,Christopher Landon,Crime,14,203877,6.9,0
4665,Wild Hogs,13204,Tim Allen,2,50s,183589,Brad Copeland,Adventure,10,107727,5.9,0
4666,The IT Crowd,1644315,Chris O'Dowd,5,20s,504649,Graham Linehan,Comedy,3,113197,8.5,1
4667,Fracture,12627,Anthony Hopkins,1,+60s,13948,Daniel Pyne,Crime,14,164380,7.2,0
4668,Jumper,160925,Hayden Christensen,5,20s,318729,David S. Goyer,Action,15,266973,6.1,0
4669,Saw III,68655,Tobin Bell,1,+60s,1646282,James Wan,Horror,18,162728,6.2,0
4670,Wanted,12005,Angelina Jolie,4,30s,118460,Michael Brandt,Action,15,333397,6.7,0
4671,30 Rock,265906,Tina Fey,4,30s,1326219,Tami Sagher,Comedy,3,101496,8.2,1
4672,Ocean's Thirteen,12586,George Clooney,3,40s,489731,David Levien,Crime,14,290729,6.9,0
4673,Vicky Cristina Barcelona,341046,Rebecca Hall,5,20s,12558,Woody Allen,Drama,1,223084,7.1,0
4674,Letters from Iwo Jima,876782,Ken Watanabe,3,40s,2187075,Iris Yamashita,Drama,1,144155,7.9,1
4675,The Chronicles of Narnia: Prince Caspian,1753222,Ben Barnes,5,20s,29356,Andrew Adamson,Action,15,173028,6.5,0
4676,Avatar,898888,Sam Worthington,4,30s,12579,James Cameron,Action,15,1011079,7.8,1
4677,RocknRolla,118025,Gerard Butler,4,30s,17399,Guy Ritchie,Action,15,215683,7.3,1
4678,The Descendants,12586,George Clooney,3,40s,641992,Alexander Payne,Comedy,3,220634,7.3,1
4679,What Happens in Vegas,12602,Cameron Diaz,4,30s,1553743,Dana Fox,Comedy,3,154819,6.1,0
4680,Gamer,118025,Gerard Butler,4,30s,18863,Mark Neveldine,Action,15,122956,5.8,0
4681,Defiance,187404,Daniel Craig,4,30s,289820,Clayton Frohman,Action,15,128149,7.2,0
4682,The Book of Eli,12706,Denzel Washington,2,50s,1863964,Gary Whitta,Action,15,262911,6.9,0
4683,The Bounty Hunter,12561,Jennifer Aniston,3,40s,828002,Sarah Thorp,Action,15,109615,5.6,0
4684,[Rec],861282,Manuela Velasco,4,30s,60791,Jaume BalaguerÃ³,Horror,18,149652,7.5,1
4685,The Proposal,12576,Sandra Bullock,3,40s,1288268,Peter Chiarelli,Comedy,3,263733,6.7,0
